Keyword,Related,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
car accessory stores,0.25,1000,69,0.62,0.64,32100000,Commercial,"Site links, Reviews, Indented, Image, Local pack, Related searches, Ads bottom","1.00,0.68,0.52,0.68,0.52,0.46,0.25,0.30,0.52,0.52,0.38,0.68"
automotive accessories,0.2,1000,68,0.78,1,3860000000,Commercial,"Site links, Indented, Image, Video, Related searches, Popular products","0.77,1.00,0.77,0.68,0.68,0.55,0.77,0.77,1.00,0.77,0.77,0.55"
fun car accessories,0.2,1000,50,0.26,1,146000000,Commercial,"Reviews, Image, Video, Related searches, Popular products","0.62,0.81,0.62,0.62,1.00,0.55,0.55,0.62,1.00,0.55,0.55,0.55"
gadgets for a car,0.2,1000,62,0.43,1,171000000,Commercial,"Site links, Reviews, Indented, Image, Video, Related searches, Popular products, Ads bottom","0.66,0.00,0.13,0.00,0.66,1.00,0.79,0.20,0.36,0.66,0.00,0.54"
must have car accessories,0.2,1000,52,0.21,1,220000000,Commercial,"Site links, Indented, Image, Video, People also ask, Related searches, Shopping ads","0.62,0.62,0.62,0.81,0.44,0.44,0.30,0.44,1.00,1.00,0.44,0.62"
car parts shop,0.1,1000,100,1.08,0.46,1740000000,Commercial,"Site links, Reviews, Indented, Image, Video carousel, Local pack, Related searches","0.88,1.00,0.88,1.00,1.00,1.00,1.00,0.88,0.88,1.00,0.88,1.00"
custom car parts,0.1,1000,55,0.73,0.84,325000000,Commercial,"Site links, Reviews, Indented, Image, Video, Related searches","0.68,0.68,1.00,1.00,0.77,1.00,1.00,0.77,0.77,0.77,0.56,1.00"
girly car accessories,0.1,1000,42,0.31,1,51,Commercial,"Site links, Reviews, Image, Video, Related searches, Popular products","1.00,0.81,0.62,0.81,0.62,0.55,0.81,0.62,0.62,0.55,0.55,0.81"
accessories store near me,0.05,1000,94,2.24,0.47,1770000000,Transactional,"Site links, Image, Local pack, Related searches","0.81,0.81,0.62,1.00,0.62,0.62,0.62,0.55,0.30,0.16,0.45,0.62"
auto oart,0.05,1000,100,0.82,0.35,3270000000,Commercial,"Site links, Indented, Image, Image pack, Video carousel, Local pack, Related searches, Popular products","0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
auto parts nearby,0.05,1000,90,0.72,0.27,60,Transactional,"Indented, Image, Image pack, Video, People also ask, Local pack, Related searches","0.30,0.30,0.36,0.36,0.36,0.41,0.41,1.00,0.41,0.36,0.36,0.41"
car accessories gifts,0.05,1000,53,0.31,1,109000000,Commercial,"Indented, Image, Video, Related searches, Popular products","0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.05,1.00,0.03,0.04,0.03"
car ornament,0.05,1000,18,0.28,1,44500000,Commercial,"Reviews, Indented, Image pack, Video, Related searches, Popular products","0.37,0.84,0.31,0.31,0.68,0.25,0.46,1.00,0.84,0.20,0.46,0.31"
carid com,0.05,1000,73,0.47,0.12,5500000,Navigational,"Site links, Reviews, Indented, Image, People also ask, Twitter carousel, Related searches","1.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
dog car accessories,0.05,1000,39,0.36,1,89700000,Commercial,"Site links, Reviews, Image, Related searches, Popular products","0.68,0.77,0.77,0.77,0.77,0.77,1.00,0.68,0.68,0.77,0.77,0.68"
ebay motors auto parts,0.05,1000,79,0.43,0.58,58,"Navigational, Commercial","Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,0.69,0.46,0.46,0.46,0.38,0.38,0.38,0.38,0.38,0.52,0.52"
ebay used auto parts,0.05,1000,66,0.46,0.86,52,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video carousel, Related searches","0.13,0.16,0.20,0.31,0.37,0.84,1.00,0.68,0.68,0.68,0.68,0.68"
exterior car accessories,0.05,1000,42,0.47,1,80600000,Commercial,"Site links, Reviews, Indented, Image, Video, Related searches, Popular products","1.00,0.77,0.77,0.68,0.77,1.00,0.77,0.68,0.68,0.30,0.56,0.56"
id car,0.05,1000,99,0.76,0.33,9440000000,Navigational,"Site links, Reviews, Indented, Image, Image pack, Related searches","1.00,1.00,0.68,0.52,0.68,0.52,0.52,0.25,0.12,0.52,0.37,0.68"
mazda cx 5 accessories,0.05,1000,24,0.28,1,11200000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Related searches, Popular products, Shopping ads, Ads bottom","0.84,0.68,0.31,0.84,0.52,0.46,0.46,0.37,1.00,0.37,0.68,0.37"
pharmacy truck parts,0.05,1000,18,3.22,0.01,62,Commercial,"Image, Image pack, Local pack, Related searches","0.67,0.76,0.76,0.76,1.00,0.76,1.00,0.76,0.76,0.76,0.30,0.20"
car acessories,0.95,880,75,0.63,1,662000000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Popular products, Ads bottom","0.34,0.13,0.20,0.16,1.00,0.30,0.13,0.30,0.20,0.24,0.16,0.30"
car accessories store near me,0.25,880,70,0.95,0.83,220000000,Transactional,"Site links, Reviews, Indented, Local pack, Related searches","0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.82,1.00,0.82,0.67,0.82"
car interior decoration,0.2,880,58,0.24,1,98,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.11,1.00,0.12,0.79,0.79,0.06,0.06,0.67,0.06,0.67,0.05,0.05"
buy car parts,0.1,880,100,0.99,0.83,1870000000,Transactional,"Site links, Reviews, Video carousel, Local pack, Related searches","0.88,0.88,1.00,1.00,1.00,1.00,1.00,0.72,0.72,0.88,0.88,1.00"
cool accessories for a truck,0.1,880,39,0.3,1,56000000,Commercial,"Site links, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products, Ads top","0.20,0.01,0.46,0.00,0.52,0.46,0.52,0.68,1.00,0.52,0.00,0.09"
cool car gadgets,0.1,880,53,0.27,1,42500000,Commercial,"Site links, Reviews, Image, Video, Related searches, Popular products, Shopping ads","0.88,1.00,0.88,0.88,0.73,0.73,0.73,0.88,1.00,0.73,0.73,0.49"
cute car decorations,0.1,880,52,0.25,1,71,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.76,0.45,0.67,1.00,0.76,0.45,0.45,0.55,0.55,0.45,0.45,0.45"
parts for car,0.1,880,100,0.99,0.31,2300000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Local pack, Related searches, Popular products","0.62,0.29,0.80,0.29,0.29,0.55,0.36,0.36,1.00,0.44,0.62,0.55"
auro parts store,0.05,880,100,0.47,0.23,60,Commercial,"Site links, Indented, Image, Image pack, Video, People also ask, Local pack, Top stories, Related searches","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
auto parts for sale,0.05,880,100,0.79,0.68,560000000,Transactional,"Site links, Indented, Image, Video, Local pack, Related searches","1.00,0.55,0.55,0.62,0.55,0.45,0.62,0.62,0.45,0.20,0.30,0.24"
auto parts store online,0.05,880,100,0.83,0.92,595000000,Commercial,"Site links, Reviews, Image, Video, Related searches","0.76,0.55,0.55,1.00,1.00,0.76,0.67,0.36,0.55,0.24,0.45,0.45"
car - parts,0.05,880,100,0.99,0.31,1600000000,Navigational,"Site links, Indented, Image, Local pack, Related searches","0.88,0.88,0.59,0.88,0.73,0.73,0.73,0.88,0.73,1.00,0.88,0.88"
car hanging accessories,0.05,880,34,0.21,1,62,Commercial,"Image, Image pack, Video, People also ask, Related searches, Popular products","0.88,1.00,0.88,0.88,0.72,0.72,0.59,0.72,1.00,0.72,0.72,1.00"
car- parts,0.05,880,100,0.99,0.31,3020000000,Navigational,"Site links, Reviews, Indented, People also ask, Local pack, Related searches","1.00,0.88,0.73,0.88,1.00,0.59,0.73,0.88,0.73,0.59,0.73,0.88"
car-parts online,0.05,880,100,0.99,0.96,1480000000,Commercial,"Site links, Reviews, Image, People also ask, Related searches, Ads bottom","0.20,0.20,0.13,0.16,0.46,0.84,0.25,0.16,1.00,0.68,0.68,0.52"
cardi car,0.05,880,26,1.13,0.01,86100000,Navigational,"Site links, Reviews, Image, Image pack, Related searches","1.00,1.00,0.54,0.30,0.24,0.10,0.08,0.01,0.01,0.04,0.02,0.07"
carparts used,0.05,880,74,0.52,0.18,2030000000,Navigational,"Site links, Reviews, Indented, Image, Local pack, Related searches","0.62,0.55,0.36,0.81,0.55,0.36,0.62,0.45,0.36,0.62,0.55,1.00"
cars decor,0.05,880,26,0.2,1,90800000,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,1.00,0.88,0.88,1.00,0.88,0.88,0.88,0.71,0.71,0.48,0.60"
cute decor,0.05,880,50,0.29,1,1390000000,Commercial,"Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.68,0.76,0.76,1.00,0.76,0.68,0.54,0.54,0.76,0.37,0.46,0.29"
ebay auto parts warehouse,0.05,880,34,0.48,0.9,66,"Navigational, Transactional","Site links, Reviews, Indented, Image, Image pack, Video, Related searches","1.00,0.55,0.24,0.41,0.30,0.30,0.41,0.15,0.12,0.11,0.24,0.41"
ebay trucks,0.05,880,81,0.45,0.64,39,"Navigational, Transactional","Site links, Reviews, Image, Video, People also ask, Related searches","1.00,1.00,0.88,0.88,0.73,1.00,1.00,0.88,0.88,1.00,0.73,0.88"
ebay.com motors,0.05,880,89,1.12,0.68,61,"Navigational, Transactional","Site links, Reviews, Indented, People also ask, Related searches, Popular products","0.72,0.88,1.00,1.00,0.88,1.00,0.88,1.00,0.72,0.88,0.72,0.72"
id carid,0.05,880,74,1.12,0.36,5570000,Navigational,"Site links, Reviews, Video, People also ask, Related searches","1.00,1.00,0.71,0.60,0.71,0.71,0.71,1.00,0.60,0.38,0.88,0.60"
mazda cx5 accessories,0.05,880,19,0.37,1,10500000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Related searches, Popular products, Ads bottom","0.16,0.20,0.20,0.31,1.00,0.46,0.25,0.52,0.31,0.68,0.20,0.37"
mazda swag,0.05,880,40,0.77,0.48,58,Navigational,"Site links, Reviews, Indented, Image pack, Knowledge panel, Related searches, Ads top","0.88,0.88,0.88,1.00,1.00,0.88,0.88,1.00,0.88,0.88,0.88,1.00"
official site ebay,0.05,880,98,0.18,0.06,77200000,"Navigational, Transactional","Site links, Reviews, Image, Image pack, People also ask, Twitter carousel, Related searches","1.00,0.68,0.55,0.77,1.00,0.68,0.55,0.45,0.77,0.55,0.55,0.55"
online parts store,0.05,880,100,0.73,0.84,824000000,Commercial,"Video carousel, People also ask, Related searches, Ads top, Ads bottom","0.89,0.74,0.74,0.74,0.89,0.74,0.74,0.89,0.74,1.00,0.74,1.00"
parts id,0.05,880,54,0.64,0.09,2830000000,Navigational,"Site links, Reviews, Indented, People also ask, Knowledge panel, Related searches","0.67,0.67,0.56,0.67,0.56,0.56,0.76,0.56,0.56,0.76,1.00,0.67"
used auto parts online free shipping,0.05,880,50,0.39,0.62,72600000,Commercial,"Site links, Reviews, Indented, Related searches","0.88,0.72,1.00,0.88,1.00,0.88,1.00,0.59,0.72,1.00,0.88,0.72"
wirecutter car seat,0.05,880,80,0.85,0.43,31,Commercial,"Reviews, Image, Image pack, Related searches","0.36,0.55,0.55,1.00,0.55,0.76,0.76,0.76,0.45,0.67,0.55,0.36"
www.ebay motors.com,0.05,880,88,0.67,0.09,43,"Navigational, Transactional","Site links, Reviews, People also ask","0.31,0.37,0.31,0.31,0.37,0.46,0.31,0.31,0.68,0.68,0.84,1.00"
wwwww ebay com,0.05,880,100,0.44,0.02,71,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, Related searches","1.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
car accessories shop,0.65,720,80,0.87,0.96,606000000,Commercial,"Site links, Indented, Image, Video, People also ask, Local pack, Related searches","0.67,0.81,0.67,0.81,1.00,0.81,0.44,0.81,0.81,0.81,0.67,0.54"
auto accesories,0.25,720,59,1.33,0.86,606000000,Commercial,"Site links, Reviews, Image, Video, Local pack, Popular products","0.88,1.00,0.59,0.72,0.88,0.39,0.48,0.72,1.00,0.72,0.59,0.59"
auto accessories store,0.25,720,85,0.93,0.27,432000000,Commercial,"Site links, Reviews, Image, Video, Local pack, Related searches","1.00,0.55,0.76,0.55,0.67,0.55,0.55,0.55,0.36,0.55,0.36,0.45"
cars decoration,0.25,720,52,0.2,1,77000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","1.00,0.67,0.54,0.67,0.80,1.00,0.67,0.67,0.67,0.54,0.35,0.80"
car dashboard accessories,0.15,720,45,0.2,1,1780000000,Commercial,"Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","1.00,0.82,1.00,0.82,1.00,0.67,0.82,0.44,0.67,0.67,0.55,0.67"
parts vehicle,0.1,720,100,0.98,0.57,3230000000,Commercial,"Site links, Reviews, Image, Image pack, Video, People also ask, Local pack, Related searches","0.45,0.55,0.55,0.45,0.55,0.45,0.55,0.45,0.67,0.55,0.45,1.00"
suv accessories,0.1,720,51,0.33,1,71700000,Commercial,"Site links, Indented, Image, Video, Related searches, Popular products","0.82,0.82,0.82,0.82,1.00,0.67,0.67,1.00,0.82,0.82,0.82,0.82"
accessories for dogs in cars,0.05,720,41,0.32,1,53800000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Related searches, Popular products, Shopping ads, Ads top","0.67,0.67,0.67,0.00,0.16,0.16,0.76,0.76,1.00,0.55,0.00,1.00"
autoanything.com,0.05,720,71,2.17,0.5,684000,Navigational,"Site links, Reviews, People also ask, Ads bottom","1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82"
car auto part,0.05,720,100,0.91,0.43,1310000000,Commercial,"Site links, Reviews, Indented, Image, Video carousel, Local pack, Related searches, Ads top, Ads bottom","0.25,0.37,1.00,0.31,0.37,0.20,0.25,0.25,0.31,0.25,0.25,0.31"
car dog,0.05,720,57,0.56,0.98,1090000000,Commercial,"Site links, Reviews, Image, Image pack, Video, Related searches","0.56,0.56,0.56,0.68,1.00,1.00,0.56,0.44,0.44,0.77,0.30,0.44"
car oarts,0.05,720,100,0.99,0.31,2790000000,Navigational,"Site links, Reviews, Indented, Video, Local pack, Related searches, Ads top, Ads bottom","0.67,0.80,0.80,0.80,0.80,0.67,0.80,0.80,0.80,0.80,0.80,1.00"
car part websites,0.05,720,100,0.61,0.68,823000000,Commercial,"Featured snippet, Site links, Reviews, Image, Video, Related searches, Ads top","1.00,0.71,0.71,0.71,0.71,0.71,0.71,0.60,0.71,0.71,0.71,0.88"
car pats,0.05,720,100,0.99,0.31,2490000000,Navigational,"Site links, Reviews, Indented, Image, Local pack, Related searches","0.02,0.02,1.00,0.02,0.81,0.02,0.02,0.03,0.03,0.01,0.02,0.02"
car prts,0.05,720,100,1.26,0.45,2340000000,Navigational,"Site links, Reviews, Indented, Image, Local pack, Top stories, Related searches, Ads top, Ads bottom","0.07,0.07,1.00,0.16,0.07,0.05,0.05,0.05,0.05,0.05,0.04,0.22"
car spare parts,0.05,720,77,0.93,0.44,240000000,Commercial,"Site links, Reviews, Indented, Image, Video, Related searches","0.20,0.20,0.25,0.25,0.25,0.31,0.31,0.37,0.84,1.00,0.31,0.46"
car/parts,0.05,720,100,1.26,0.45,2300000000,Navigational,"Site links, Reviews, Indented, Image, Local pack, Related searches, Ads top","1.00,1.00,0.88,0.72,0.72,0.88,0.72,0.72,0.59,0.59,0.59,0.59"
caraid,0.05,720,33,0.21,0.22,706000,Commercial,"Site links, Reviews, Indented, Local pack, Knowledge panel, Related searches","1.00,0.72,0.88,0.72,0.88,0.47,0.72,0.88,0.72,0.88,0.47,0.59"
carid auto part,0.05,720,65,0.8,0.66,91,Navigational,"Site links, Reviews, Indented, People also ask, Related searches","0.00,0.65,0.34,1.00,1.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00"
carid parts,0.05,720,64,0.85,0.5,5440000,Navigational,"Site links, Reviews, Image, People also ask, Twitter carousel, Related searches","1.00,1.00,0.59,0.47,0.59,0.59,0.71,0.59,0.47,0.47,0.38,0.38"
carrid,0.05,720,72,0.94,0.08,6690000,Navigational,"Site links, Reviews, Image, Knowledge panel, Twitter carousel, Related searches","1.00,0.45,0.30,0.24,0.20,0.24,0.30,0.15,0.20,0.15,0.15,0.11"
custom car accessories,0.05,720,39,0.51,1,137000000,Commercial,"Site links, Reviews, Image, Video, Related searches, Popular products, Ads bottom","1.00,0.54,1.00,0.67,0.67,0.54,0.54,0.67,0.82,0.67,0.54,0.82"
dog car travel,0.05,720,63,0.34,1,519000000,Commercial,"Site links, Reviews, Indented, Image pack, Video carousel, People also ask, Related searches, Popular products, Shopping ads","0.72,0.88,1.00,0.88,0.88,0.13,0.13,0.59,0.72,0.59,0.72,0.88"
ebay auto parts discount,0.05,720,82,0.54,0.84,88,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, People also ask, Related searches","0.82,1.00,0.67,0.67,0.82,0.67,0.54,0.82,0.45,0.45,0.67,1.00"
ebay automotive parts,0.05,720,76,0.43,0.5,52,Navigational,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads","0.84,0.68,0.84,1.00,0.84,0.84,1.00,0.84,0.68,0.68,0.84,0.84"
ebay discount auto parts,0.05,720,73,0.48,0.95,88,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Related searches","0.67,1.00,0.67,0.45,0.67,0.36,0.30,0.55,0.36,0.36,0.55,0.55"
ebay parts and accessories,0.05,720,74,0.4,0.57,48,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, Related searches","0.72,0.59,0.72,0.88,0.88,0.72,0.88,0.72,0.88,0.72,0.88,1.00"
for car,0.05,720,100,1.81,0.56,9260000000,Informational,"Site links, Reviews, Indented, Image, Image pack, Top stories, Related searches","0.72,0.88,0.88,1.00,0.72,0.72,0.48,0.72,0.88,1.00,0.48,0.72"
parts for auto,0.05,720,100,0.72,0.25,1610000000,Commercial,"Site links, Image, Image pack, Video, People also ask, Local pack, Related searches","0.00,0.04,0.24,1.00,0.62,0.36,0.44,0.62,0.29,0.55,0.55,0.55"
stitch car accessories,0.05,720,23,0.18,1,25,Commercial,"Reviews, Indented, Image, Image pack, Video, Related searches, Popular products, Shopping ads, Ads bottom","0.72,0.72,0.72,0.88,0.88,0.72,0.59,0.59,1.00,0.88,0.72,0.72"
target automotive,0.05,720,41,0.71,0.19,177000000,Navigational,"Site links, Reviews, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,0.81,1.00,0.81,1.00,0.81,0.54,0.66"
walmart car accessories,0.05,720,49,0.08,1,53,Navigational,"Reviews, Video, Related searches, Popular products, Shopping ads","1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.65,0.65,0.65,0.65,1.00"
www ebay motors com,0.05,720,83,0.67,0.09,72,"Navigational, Transactional","Site links, Reviews, People also ask, Related searches","0.30,0.36,0.30,0.30,0.36,0.36,0.30,0.30,0.55,0.62,0.81,1.00"
www.ebaymotors.com,0.05,720,50,0.26,0.08,24700000,Commercial,"Site links, Reviews, Indented, People also ask, Ads bottom","1.00,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.67,0.67,0.81"
automobile accessories,0.6,590,75,0.78,1,113000000,Commercial,"Site links, Reviews, Image, Video, Related searches, Popular products, Shopping ads","0.38,0.71,0.48,0.38,0.38,0.38,0.48,0.71,0.60,0.38,0.38,1.00"
car decoration accessories,0.3,590,57,0.27,1,95400000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.81,0.67,1.00,0.81,0.54,0.67,0.54,0.54,0.67,0.54,0.54,0.54"
car interior decorations,0.3,590,54,0.24,1,1270000000,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.46,0.16,0.84,0.16,0.03,0.05,0.07,0.07,0.84,0.02,1.00,0.05"
car accessories from amazon,0.25,590,66,0.28,1,53,"Navigational, Transactional","Site links, Indented, Image, Image pack, Video, People also ask, Related searches, Shopping ads","0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.76,0.00,1.00,0.00,1.00"
car accessories shop near me,0.2,590,70,1.07,0.82,436000000,Transactional,"Site links, Reviews, Indented, Local pack, Related searches","1.00,0.37,0.31,0.25,0.31,0.11,0.25,0.37,0.31,0.20,0.20,0.31"
car cute accessories,0.2,590,62,0.27,1,81800000,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products, Ads bottom","0.27,0.80,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
auto parts and accessories online retailers,0.1,590,100,0.78,0.79,24500000,Commercial,"Featured snippet, Site links, Reviews, Indented, Image, Image pack, People also ask, Related searches","0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.52,1.00,0.52,0.01,0.01"
car gadget,0.1,590,49,0.4,1,136000000,Commercial,"Site links, FAQ, Reviews, Indented, Image, Image pack, Video, Related searches","0.13,0.16,0.20,0.36,0.62,0.36,0.36,0.45,1.00,0.20,0.24,0.30"
car must haves,0.1,590,52,0.31,1,27800000,"Informational, Commercial","Indented, Image, Video, People also ask, Related searches","0.82,0.82,0.82,1.00,0.82,0.82,0.82,1.00,0.82,0.82,0.67,1.00"
